order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,order_year,order_month
O00520,2024-06-21,C0476,P0801,Online,Online,1,38.24,0.1,34.42,25.78,8.64,2024,June
O00521,2025-06-13,C0435,P1049,S019,In-Store,1,115.48,0.1,103.93,61.25,42.68,2025,June
O00522,2024-04-22,C0102,P0541,S036,In-Store,3,102.78,0.2,246.67,53.41,86.44,2024,April
O00523,2025-03-20,C0439,P0190,Online,Online,3,232.24,0.2,557.38,136.2,148.78,2025,March
O00524,2024-05-29,C0494,P0582,S034,In-Store,4,44.49,0.05,169.06,39.23,12.14,2024,May
O00525,2025-12-21,C0508,P0806,S048,In-Store,1,38.24,0.0,38.24,24.55,13.69,2025,December
O00526,2025-09-26,C0591,P0050,S014,In-Store,2,188.61,0.2,301.78,94.37,113.04,2025,September
O00527,2025-01-16,C0576,P0223,S021,In-Store,1,69.61,0.05,66.13,40.18,25.95,2025,January
O00528,2025-08-25,C0085,P0195,S013,In-Store,3,151.18,0.2,362.83,77.35,130.78,2025,August
O00529,2025-12-11,C0085,P0289,S053,In-Store,1,17.32,0.2,13.86,13.54,0.32,2025,December
O00530,2025-02-22,C0580,P0476,Online,Online,2,52.23,0.2,83.57,43.43,-3.29,2025,February
O00531,2024-06-20,C0318,P0691,S002,In-Store,1,258.99,0.1,233.09,156.94,76.15,2024,June
O00532,2025-04-06,C0613,P0832,S017,In-Store,1,149.77,0.05,142.28,102.98,39.3,2025,April
O00533,2024-04-15,C0600,P1000,S020,In-Store,1,144.44,0.05,137.22,103.8,33.42,2024,April
O00534,2025-09-09,C0725,P0989,S054,In-Store,1,220.95,0.0,220.95,186.64,34.31,2025,September
O00535,2025-12-26,C0435,P0158,S048,In-Store,1,106.61,0.0,106.61,58.87,47.74,2025,December
O00536,2024-05-18,C0766,P0248,Online,Online,1,107.2,0.2,85.76,93.12,-7.36,2024,May
O00537,2024-10-13,C0116,P0079,S031,In-Store,2,260.43,0.05,494.82,158.22,178.38,2024,October
O00538,2025-02-01,C0537,P0997,Online,Online,1,173.8,0.2,139.04,95.65,43.39,2025,February
O00539,2025-01-29,C0303,P0240,S018,In-Store,2,85.49,0.1,153.88,52.45,48.98,2025,January
O00540,2024-08-31,C0629,P0761,S010,In-Store,3,240.31,0.05,684.88,125.81,307.45,2024,August
O00541,2024-09-22,C0701,P0418,S017,In-Store,1,101.5,0.1,91.35,55.18,36.17,2024,September
O00542,2025-03-30,C0257,P0966,S059,In-Store,1,159.24,0.1,143.32,81.86,61.46,2025,March
O00543,2024-10-12,C0737,P0277,Online,Online,10,239.39,0.2,1915.1,124.99,665.2,2024,October
O00544,2025-01-04,C0426,P0367,Online,Online,3,201.12,0.0,603.36,158.65,127.41,2025,January
O00545,2024-06-11,C0005,P0638,S012,In-Store,2,224.41,0.0,448.82,131.24,186.34,2024,June
O00546,2025-02-19,C0338,P0193,Online,Online,1,62.96,0.2,50.37,32.26,18.11,2025,February
O00547,2024-06-14,C0068,P0717,S056,In-Store,2,147.9,0.05,281.01,85.49,110.03,2024,June
O00548,2024-12-07,C0014,P0394,Online,Online,1,219.0,0.2,175.2,165.56,9.64,2024,December
O00549,2025-02-28,C0313,P0752,S025,In-Store,2,273.69,0.1,492.64,150.62,191.4,2025,February
O00550,2025-03-19,C0656,P0414,Online,Online,2,162.49,0.05,308.73,105.0,98.73,2025,March
O00551,2025-02-20,C0221,P0573,Online,Online,1,40.64,0.0,40.64,31.76,8.88,2025,February
O00552,2024-11-18,C0534,P0082,S024,In-Store,1,177.36,0.1,159.62,136.2,23.42,2024,November
O00553,2025-11-10,C0606,P0567,S047,In-Store,1,335.11,0.2,268.09,181.49,86.6,2025,November
O00554,2025-07-15,C0002,P0474,Online,In-Store,2,140.16,0.05,266.3,80.82,104.66,2025,July
O00555,2024-08-08,C0486,P0000,Online,In-Store,3,64.65,0.0,193.95,52.75,35.7,2024,August
O00556,2025-06-23,C0450,P0871,S020,In-Store,1,10.05,0.1,9.05,8.78,0.27,2025,June
O00557,2025-06-11,C0120,P0493,S024,In-Store,2,178.11,0.2,284.98,108.79,67.4,2025,June
O00558,2025-08-11,C0363,P0638,S020,In-Store,1,224.41,0.0,224.41,131.24,93.17,2025,August
O00559,2024-08-23,C0219,P0340,S053,In-Store,1,68.28,0.1,61.45,43.82,17.63,2024,August
O00560,2025-03-24,C0447,P1147,S044,In-Store,1,262.37,0.1,236.13,151.81,84.32,2025,March
O00561,2025-07-22,C0571,P0891,S011,In-Store,1,183.58,0.0,183.58,115.51,68.07,2025,July
O00562,2025-05-13,C0477,P0708,S013,In-Store,1,157.48,0.05,149.61,124.12,25.49,2025,May
O00563,2025-01-21,C0183,P0021,Online,Online,1,77.31,0.1,69.58,62.23,7.35,2025,January
O00564,2025-03-14,C0005,P0410,S006,In-Store,2,244.31,0.1,439.76,174.55,90.66,2025,March
O00565,2025-04-06,C0514,P0026,S002,In-Store,1,324.99,0.1,292.49,164.12,128.37,2025,April
O00566,2025-12-19,C0407,P0089,S045,In-Store,1,229.1,0.1,206.19,150.01,56.18,2025,December
O00567,2025-05-08,C0058,P1171,S055,In-Store,1,230.62,0.2,184.5,185.92,-1.42,2025,May
O00568,2025-10-27,C0647,P0930,S030,In-Store,1,201.43,0.0,201.43,135.99,65.44,2025,October
O00569,2024-04-13,C0029,P0313,S011,In-Store,2,258.17,0.05,490.52,161.71,167.1,2024,April
O00570,2025-02-20,C0122,P0114,S045,In-Store,1,291.58,0.0,291.58,148.09,143.49,2025,February
O00571,2025-02-13,C0557,P0568,S012,In-Store,1,216.22,0.0,216.22,188.74,27.48,2025,February
O00572,2025-02-13,C0688,P0648,S010,In-Store,1,240.95,0.1,216.85,137.75,79.1,2025,February
O00573,2025-08-31,C0680,P0825,S042,In-Store,3,138.88,0.0,416.64,97.93,122.85,2025,August
O00574,2024-06-06,C0779,P1027,Online,Online,1,110.09,0.1,99.08,65.53,33.55,2024,June
O00575,2024-07-02,C0454,P0091,Online,Online,2,27.29,0.05,51.85,20.11,11.63,2024,July
O00576,2024-09-15,C0419,P0354,S053,In-Store,2,96.51,0.0,193.02,48.85,95.32,2024,September
O00577,2025-03-24,C0574,P0718,Online,Online,1,73.4,0.2,58.72,44.17,14.55,2025,March
O00578,2025-03-23,C0713,P0176,S029,In-Store,2,273.81,0.0,547.62,180.29,187.04,2025,March
O00579,2024-06-18,C0092,P0373,S011,In-Store,2,124.26,0.1,223.67,105.48,12.71,2024,June
O00580,2025-07-23,C0020,P0346,S013,In-Store,2,95.96,0.1,172.73,56.78,59.17,2025,July
O00581,2025-06-03,C0741,P0505,S043,In-Store,5,231.34,0.05,1098.87,186.24,167.67,2025,June
O00582,2025-03-08,C0755,P0271,S024,In-Store,1,26.58,0.1,23.92,21.36,2.56,2025,March
O00583,2025-05-02,C0143,P1157,S014,In-Store,3,35.5,0.05,101.17,26.33,22.18,2025,May
O00584,2025-03-16,C0204,P0362,S016,In-Store,1,149.41,0.2,119.53,85.59,33.94,2025,March
O00585,2025-10-28,C0501,P0727,S022,In-Store,2,192.44,0.2,307.9,150.02,7.86,2025,October
O00586,2025-03-08,C0703,P0349,Online,Online,1,134.4,0.2,107.52,91.0,16.52,2025,March
O00587,2025-04-09,C0582,P0431,S027,In-Store,1,39.3,0.1,35.37,21.12,14.25,2025,April
O00588,2024-12-16,C0698,P0591,Online,Online,1,236.24,0.1,212.62,122.47,90.15,2024,December
O00589,2025-03-29,C0791,P0431,Online,Online,2,39.3,0.2,62.88,21.12,20.64,2025,March
O00590,2025-03-21,C0118,P1058,S011,In-Store,1,219.39,0.2,175.51,138.39,37.12,2025,March
O00591,2024-06-02,C0600,P0661,S024,In-Store,2,104.14,0.0,208.28,58.34,91.6,2024,June
O00592,2024-08-27,C0107,P0734,S000,In-Store,1,33.37,0.05,31.7,19.21,12.49,2024,August
O00593,2025-02-03,C0342,P0689,S006,In-Store,1,46.7,0.05,44.37,27.05,17.32,2025,February
O00594,2024-10-29,C0313,P0333,S011,In-Store,1,18.57,0.0,18.57,9.52,9.05,2024,October
O00595,2025-01-16,C0631,P0934,S044,In-Store,3,285.28,0.2,684.67,152.76,226.39,2025,January
O00596,2025-08-10,C0484,P0498,Online,Online,1,35.81,0.1,32.23,19.73,12.5,2025,August
O00597,2024-05-24,C0494,P0821,S059,In-Store,2,262.98,0.05,499.66,137.91,223.84,2024,May
O00598,2025-02-08,C0519,P0220,S049,In-Store,1,172.92,0.1,155.63,122.08,33.55,2025,February
O00599,2024-04-11,C0410,P0770,Online,Online,2,221.83,0.05,421.48,110.98,199.52,2024,April
O00600,2024-11-26,C0611,P1073,Online,Online,2,14.14,0.05,26.87,7.31,12.25,2024,November
O00601,2024-10-01,C0341,P0110,S019,In-Store,3,280.19,0.05,798.54,170.81,286.11,2024,October
O00602,2025-12-20,C0469,P0810,Online,Online,1,235.44,0.0,235.44,143.76,91.68,2025,December
O00603,2024-06-10,C0205,P0352,S005,In-Store,2,289.95,0.05,550.9,191.55,167.8,2024,June
O00604,2024-06-21,C0208,P0894,Online,Online,2,243.1,0.05,461.89,156.3,149.29,2024,June
O00605,2025-09-20,C0568,P0766,Online,Online,3,103.05,0.05,293.69,74.95,68.84,2025,September
O00606,2024-06-16,C0482,P1126,S044,In-Store,1,29.09,0.05,27.64,25.36,2.28,2024,June
O00607,2025-11-27,C0684,P0770,S045,In-Store,2,221.83,0.05,421.48,110.98,199.52,2025,November
O00608,2025-02-13,C0098,P0793,Online,Online,1,273.34,0.05,259.67,166.17,93.5,2025,February
O00609,2024-07-30,C0334,P0579,S046,In-Store,1,137.64,0.2,110.11,74.19,35.92,2024,July
O00610,2025-02-08,C0546,P0146,Online,In-Store,2,297.56,0.0,595.12,199.4,196.32,2025,February
O00611,2025-09-01,C0623,P0364,S023,In-Store,2,125.52,0.1,225.94,98.1,29.74,2025,September
O00612,2025-03-03,C0001,P0815,S041,In-Store,1,186.83,0.05,177.49,105.96,71.53,2025,March
O00613,2024-06-15,C0192,P0090,Online,Online,2,242.17,0.2,387.47,154.33,78.81,2024,June
O00614,2024-06-25,C0393,P0368,S018,In-Store,3,103.79,0.1,280.23,63.19,90.66,2024,June
O00615,2025-08-14,C0492,P0071,Online,Online,2,171.21,0.2,273.94,121.33,31.28,2025,August
O00616,2025-04-08,C0407,P1059,S029,In-Store,2,121.32,0.0,242.64,109.33,23.98,2025,April
O00617,2025-04-25,C0750,P0207,S025,In-Store,1,176.19,0.0,176.19,97.87,78.32,2025,April
O00618,2024-05-31,C0131,P1176,S043,In-Store,1,50.72,0.2,40.58,43.16,-2.58,2024,May
O00619,2024-11-28,C0669,P0822,S003,In-Store,2,79.83,0.1,143.69,55.27,33.15,2024,November
O00620,2025-04-22,C0759,P0237,S051,In-Store,2,280.12,0.2,448.19,173.11,101.97,2025,April
O00621,2024-08-09,C0799,P0969,S054,In-Store,3,171.98,0.1,464.35,90.71,192.22,2024,August
O00622,2025-09-20,C0183,P0868,S024,In-Store,1,207.53,0.0,207.53,131.45,76.08,2025,September
O00623,2024-09-02,C0345,P0047,Online,Online,1,141.0,0.2,112.8,86.75,26.05,2024,September
O00624,2024-12-09,C0475,P0576,Online,Online,1,323.53,0.2,258.82,179.67,79.15,2024,December
O00625,2024-07-26,C0051,P0756,Online,Online,1,338.92,0.1,305.03,181.6,123.43,2024,July
O00626,2024-12-21,C0785,P0048,S011,In-Store,2,187.5,0.1,337.5,135.6,66.3,2024,December
O00627,2025-03-01,C0017,P0914,S040,In-Store,1,254.74,0.0,254.74,196.96,57.78,2025,March
O00628,2024-09-29,C0365,P0074,S025,In-Store,2,31.65,0.05,60.13,18.64,22.85,2024,September
O00629,2025-03-13,C0547,P0193,Online,Online,1,62.96,0.05,59.81,32.26,27.55,2025,March
O00630,2025-03-26,C0441,P0562,S029,In-Store,2,274.7,0.05,521.93,171.65,178.63,2025,March
O00631,2025-10-09,C0750,P1072,S002,In-Store,1,200.65,0.0,200.65,138.28,62.37,2025,October
O00632,2024-06-08,C0039,P0300,S046,In-Store,2,138.12,0.0,276.24,75.85,124.54,2024,June
O00633,2025-10-04,C0742,P0161,S040,In-Store,1,351.88,0.1,316.69,186.91,129.78,2025,October
O00634,2025-03-06,C0022,P0376,S016,In-Store,1,79.72,0.0,79.72,56.0,23.72,2025,March
O00635,2025-02-18,C0443,P0238,S036,In-Store,1,30.72,0.1,27.65,27.46,0.19,2025,February
O00636,2025-03-01,C0630,P1052,S050,In-Store,3,190.93,0.05,544.15,126.53,164.56,2025,March
O00637,2025-09-28,C0050,P0766,S013,In-Store,2,103.05,0.2,164.88,74.95,14.98,2025,September
O00638,2025-01-03,C0705,P0380,Online,Online,2,278.15,0.0,556.3,152.68,250.94,2025,January
O00639,2025-01-05,C0185,P0583,Online,Online,3,13.6,0.2,32.64,8.89,5.97,2025,January
O00640,2024-08-26,C0179,P0848,S017,In-Store,1,198.54,0.1,178.69,170.54,8.15,2024,August
O00641,2025-03-26,C0572,P0651,Online,Online,3,315.36,0.05,898.78,169.86,389.2,2025,March
O00642,2025-03-04,C0332,P0452,Online,Online,2,225.95,0.1,406.71,161.79,83.13,2025,March
O00643,2025-01-29,C0623,P0943,S040,In-Store,1,181.12,0.1,163.01,104.17,58.84,2025,January
O00644,2025-09-08,C0487,P1142,Online,Online,3,42.19,0.1,113.91,30.88,21.27,2025,September
O00645,2024-04-28,C0455,P0310,S047,In-Store,1,152.81,0.2,122.25,112.25,10.0,2024,April
O00646,2025-06-19,C0714,P0348,S016,In-Store,1,21.8,0.2,17.44,11.16,6.28,2025,June
O00647,2025-02-14,C0585,P0160,S035,In-Store,1,141.43,0.1,127.29,92.08,35.21,2025,February
O00648,2024-12-16,C0765,P1084,S018,In-Store,1,249.42,0.1,224.48,184.93,39.55,2024,December
O00649,2024-08-28,C0478,P0060,Online,Online,1,146.26,0.05,138.95,118.59,20.36,2024,August
O00650,2024-05-03,C0578,P0883,S048,In-Store,3,76.04,0.0,228.12,51.01,75.09,2024,May
O00651,2024-08-03,C0290,P1139,S015,In-Store,1,222.83,0.2,178.26,196.14,-17.88,2024,August
O00652,2025-03-07,C0134,P0775,S054,In-Store,2,22.99,0.0,45.98,12.88,20.22,2025,March
O00653,2025-09-07,C0223,P0432,S036,In-Store,1,95.18,0.1,85.66,49.8,35.86,2025,September
O00654,2024-11-12,C0162,P0821,S022,In-Store,1,262.98,0.05,249.83,137.91,111.92,2024,November
O00655,2025-02-23,C0613,P0571,S023,In-Store,2,206.5,0.0,413.0,124.75,163.5,2025,February
O00656,2025-08-20,C0703,P0650,S034,In-Store,1,190.7,0.2,152.56,146.68,5.88,2025,August
O00657,2024-05-04,C0413,P1013,S018,In-Store,1,325.64,0.2,260.51,185.11,75.4,2024,May
O00658,2025-04-10,C0181,P0819,Online,Online,1,85.93,0.1,77.34,71.29,6.05,2025,April
O00659,2025-11-23,C0671,P0352,S006,In-Store,3,289.95,0.2,695.88,191.55,121.23,2025,November
O00660,2024-11-21,C0428,P0856,S040,In-Store,2,72.18,0.0,144.36,53.24,37.88,2024,November
O00661,2024-10-31,C0141,P1030,S038,In-Store,2,115.95,0.2,185.52,100.06,-14.6,2024,October
O00662,2025-01-05,C0332,P0511,Online,Online,3,189.31,0.2,454.34,120.77,92.03,2025,January
O00663,2025-03-14,C0379,P0046,S056,In-Store,1,53.96,0.2,43.17,28.38,14.79,2025,March
O00664,2025-07-25,C0197,P0330,S046,In-Store,2,355.55,0.05,675.54,189.35,296.84,2025,July
O00665,2025-02-23,C0729,P0409,S018,In-Store,2,263.72,0.0,527.44,161.91,203.62,2025,February
O00666,2025-09-09,C0211,P1182,S015,In-Store,2,275.08,0.2,440.13,167.92,104.29,2025,September
O00667,2025-11-26,C0515,P0362,S032,In-Store,3,149.41,0.0,448.23,85.59,191.46,2025,November
O00668,2025-05-22,C0339,P0326,Online,Online,20,134.39,0.0,2687.8,95.57,776.4,2025,May
O00669,2025-03-07,C0033,P0832,S030,In-Store,2,149.77,0.2,239.63,102.98,33.67,2025,March
O00670,2025-11-19,C0427,P0532,Online,In-Store,1,49.14,0.0,49.14,28.29,20.85,2025,November
O00671,2024-04-28,C0621,P1093,S028,In-Store,1,143.78,0.2,115.02,98.24,16.78,2024,April
O00672,2024-08-12,C0061,P0599,S053,In-Store,1,131.38,0.0,131.38,67.15,64.23,2024,August
O00673,2025-03-27,C0733,P1047,S028,In-Store,2,126.31,0.2,202.1,79.41,43.28,2025,March
O00674,2024-12-10,C0106,P0298,S048,In-Store,1,24.97,0.0,24.97,13.26,11.71,2024,December
O00675,2025-12-17,C0375,P0845,S009,In-Store,4,265.78,0.05,1009.96,195.98,226.04,2025,December
O00676,2025-05-18,C0215,P0541,Online,Online,3,102.78,0.0,308.34,53.41,148.11,2025,May
O00677,2024-08-15,C0726,P1006,S048,In-Store,2,262.46,0.1,472.43,194.07,84.29,2024,August
O00678,2024-08-04,C0705,P0910,S028,In-Store,2,231.06,0.1,415.91,166.1,83.71,2024,August
O00679,2025-10-02,C0608,P0073,S009,In-Store,1,10.3,0.1,9.27,5.33,3.94,2025,October
O00680,2025-09-27,C0379,P1154,S018,In-Store,1,111.2,0.1,100.08,72.32,27.76,2025,September
O00681,2024-05-28,C0162,P1162,S030,In-Store,2,199.19,0.2,318.7,117.85,83.0,2024,May
O00682,2025-12-03,C0158,P0263,Online,Online,2,291.33,0.1,524.39,175.9,172.59,2025,December
O00683,2025-03-24,C0263,P0466,Online,Online,1,135.41,0.05,128.64,99.14,29.5,2025,March
O00684,2025-10-03,C0151,P1196,Online,Online,2,103.64,0.1,186.55,61.87,62.81,2025,October
O00685,2024-06-26,C0763,P1058,S039,In-Store,1,219.39,0.05,208.42,138.39,70.03,2024,June
O00686,2024-12-29,C0659,P0319,S032,In-Store,1,225.29,0.1,202.76,169.96,32.8,2024,December
O00687,2025-02-19,C0387,P0993,S055,In-Store,1,170.79,0.2,136.63,99.31,37.32,2025,February
O00688,2024-08-22,C0388,P0029,S004,In-Store,1,37.24,0.1,33.52,28.6,4.92,2024,August
O00689,2025-03-31,C0211,P0459,Online,Online,3,44.11,0.0,132.33,32.14,35.91,2025,March
O00690,2025-03-04,C0365,P1021,S058,In-Store,2,176.65,0.0,353.3,110.79,131.72,2025,March
O00691,2024-10-29,C0596,P1073,S047,In-Store,1,14.14,0.05,13.43,7.31,6.12,2024,October
O00692,2025-11-28,C0033,P0816,S017,In-Store,2,235.03,0.1,423.05,146.6,129.85,2025,November
O00693,2024-05-08,C0277,P1133,Online,In-Store,1,53.96,0.0,53.96,44.43,9.53,2024,May
O00694,2025-02-19,C0057,P0914,S015,In-Store,3,254.74,0.05,726.01,196.96,135.13,2025,February
O00695,2024-05-07,C0757,P0374,S041,In-Store,1,190.53,0.05,181.0,98.1,82.9,2024,May
O00696,2024-12-20,C0734,P0934,Online,Online,1,285.28,0.1,256.75,152.76,103.99,2024,December
O00697,2025-10-26,C0093,P0389,S058,In-Store,3,277.24,0.0,831.72,154.95,366.87,2025,October
O00698,2025-05-04,C0135,P1070,S013,In-Store,1,20.86,0.05,19.82,15.59,4.23,2025,May
O00699,2025-10-13,C0779,P1190,S006,In-Store,1,305.51,0.0,305.51,181.82,123.69,2025,October
O00700,2025-09-26,C0649,P0149,Online,Online,1,29.42,0.0,29.42,22.17,7.25,2025,September
O00701,2024-05-20,C0487,P0404,Online,Online,3,233.86,0.05,666.5,170.62,154.64,2024,May
O00702,2024-06-28,C0307,P1165,Online,Online,1,111.55,0.2,89.24,73.86,15.38,2024,June
O00703,2024-11-09,C0114,P0906,S012,In-Store,1,269.33,0.2,215.46,150.49,64.97,2024,November
O00704,2024-11-20,C0257,P0833,S031,In-Store,1,213.73,0.05,203.04,141.16,61.88,2024,November
O00705,2024-12-28,C0494,P1053,Online,Online,2,94.13,0.1,169.43,74.28,20.87,2024,December
O00706,2025-12-21,C0544,P0509,S043,In-Store,3,222.66,0.1,601.18,126.99,220.21,2025,December
O00707,2025-04-21,C0114,P0373,S020,In-Store,1,124.26,0.2,99.41,105.48,-6.07,2025,April
O00708,2025-03-22,C0183,P0134,S043,In-Store,1,249.13,0.1,224.22,182.16,42.06,2025,March
O00709,2024-09-12,C0453,P0701,S034,In-Store,3,94.74,0.05,270.01,83.67,19.0,2024,September
O00710,2025-01-12,C0111,P0474,Online,Online,1,140.16,0.1,126.14,80.82,45.32,2025,January
O00711,2024-05-08,C0543,P0966,Online,Online,1,159.24,0.1,143.32,81.86,61.46,2024,May
O00712,2024-10-04,C0215,P1169,S020,In-Store,2,50.9,0.05,96.71,33.85,29.01,2024,October
O00713,2025-10-12,C0405,P0351,S039,In-Store,2,170.33,0.05,323.63,106.14,111.35,2025,October
O00714,2024-05-25,C0528,P0970,S050,In-Store,1,144.34,0.2,115.47,87.38,28.09,2024,May
O00715,2024-05-05,C0275,P0468,S030,In-Store,2,146.22,0.1,263.2,97.85,67.5,2024,May
O00716,2024-05-01,C0313,P0683,S053,In-Store,1,27.06,0.1,24.35,14.77,9.58,2024,May
O00717,2025-05-05,C0435,P1153,S026,In-Store,1,152.8,0.0,152.8,103.2,49.6,2025,May
O00718,2024-08-10,C0413,P0113,S022,In-Store,2,238.0,0.05,452.2,128.94,194.32,2024,August
O00719,2025-08-03,C0785,P0561,Online,Online,1,182.85,0.05,173.71,137.05,36.66,2025,August
O00720,2025-10-31,C0733,P0524,Online,Online,2,301.16,0.1,542.09,153.73,234.63,2025,October
O00721,2024-06-14,C0437,P0783,S035,In-Store,2,59.11,0.05,112.31,41.45,29.41,2024,June
O00722,2025-02-16,C0632,P1030,S017,In-Store,1,115.95,0.0,115.95,100.06,15.89,2025,February
O00723,2025-10-08,C0164,P0666,S017,In-Store,2,78.53,0.2,125.65,65.86,-6.07,2025,October
O00724,2024-07-26,C0047,P0798,S058,In-Store,1,97.75,0.2,78.2,54.63,23.57,2024,July
O00725,2025-07-18,C0621,P0410,S006,In-Store,1,244.31,0.0,244.31,174.55,69.76,2025,July
O00726,2024-06-20,C0282,P1101,S059,In-Store,2,27.41,0.1,49.34,17.28,14.78,2024,June
O00727,2025-08-06,C0137,P0151,S049,In-Store,2,176.17,0.2,281.87,106.1,69.67,2025,August
O00728,2024-10-10,C0154,P0595,Online,Online,1,277.06,0.05,263.21,158.47,104.74,2024,October
O00729,2025-11-11,C0448,P0502,S034,In-Store,2,256.28,0.1,461.3,165.85,129.6,2025,November
O00730,2025-06-27,C0298,P0044,Online,Online,2,22.6,0.0,45.2,14.78,15.64,2025,June
O00731,2025-04-12,C0716,P0642,S023,In-Store,1,258.83,0.2,207.06,171.06,36.0,2025,April
O00732,2024-08-21,C0219,P0377,S014,In-Store,3,119.09,0.2,285.82,95.75,-1.43,2024,August
O00733,2024-06-07,C0203,P0530,Online,Online,1,274.32,0.0,274.32,147.34,126.98,2024,June
O00734,2024-09-05,C0657,P0841,S051,In-Store,2,101.01,0.2,161.62,53.94,53.74,2024,September
O00735,2024-06-03,C0541,P0123,S032,In-Store,3,159.16,0.1,429.73,112.93,90.94,2024,June
O00736,2025-01-17,C0447,P0065,S055,In-Store,1,103.15,0.1,92.84,57.03,35.81,2025,January
O00737,2025-06-04,C0503,P0578,S040,In-Store,1,178.32,0.0,178.32,133.09,45.23,2025,June
O00738,2025-11-09,C0578,P0188,S049,In-Store,1,302.59,0.0,302.59,172.73,129.86,2025,November
O00739,2025-07-01,C0525,P0179,S029,In-Store,1,82.77,0.05,78.63,51.26,27.37,2025,July
O00740,2025-06-17,C0785,P0882,S029,In-Store,3,165.62,0.2,397.49,129.51,8.96,2025,June
O00741,2025-06-05,C0756,P0311,S004,In-Store,1,248.9,0.05,236.45,159.77,76.68,2025,June
O00742,2024-06-16,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3,18.97,8.33,2024,June
O00743,2025-03-07,C0411,P1177,Online,Online,2,59.49,0.2,95.18,42.92,9.34,2025,March
O00744,2025-02-06,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17,128.05,25.12,2025,February
O00745,2025-02-08,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18,89.56,56.62,2025,February
O00746,2025-08-14,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06,185.66,139.74,2025,August
O00747,2025-03-22,C0151,P0422,S006,In-Store,1,221.49,0.0,221.49,169.3,52.19,2025,March
O00748,2024-12-30,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66,104.16,0.5,2024,December
O00749,2024-08-03,C0235,P0427,Online,Online,1,219.82,0.05,208.83,163.97,44.86,2024,August
O00750,2025-02-05,C0277,P0477,S013,In-Store,1,202.25,0.1,182.03,124.21,57.82,2025,February
O00751,2025-04-04,C0450,P0252,S024,In-Store,2,231.15,0.0,462.3,196.57,69.16,2025,April
O00752,2025-10-18,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57,163.97,35.66,2025,October
O00753,2025-10-15,C0210,P0779,S007,In-Store,2,113.02,0.0,226.04,78.45,69.14,2025,October
O00754,2025-10-01,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07,22.25,17.57,2025,October
O00755,2025-02-07,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7,71.57,82.56,2025,February
O00756,2025-09-25,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74,150.76,0.98,2025,September
O00757,2025-06-25,C0114,P0935,Online,Online,3,367.55,0.2,882.12,190.04,312.0,2025,June
O00758,2024-07-06,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21,110.34,140.53,2024,July
O00759,2025-08-31,C0444,P0615,Online,Online,3,92.09,0.0,276.27,63.28,86.43,2025,August
O00760,2024-05-06,C0399,P0965,Online,Online,1,264.41,0.1,237.97,178.08,59.89,2024,May
O00761,2024-05-12,C0331,P0092,Online,Online,3,210.05,0.05,598.64,179.14,61.22,2024,May
O00762,2025-08-23,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96,35.21,6.54,2025,August
O00763,2025-03-18,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46,19.73,25.0,2025,March
O00764,2024-09-23,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35,20.84,35.67,2024,September
O00765,2024-05-13,C0684,P0371,S059,In-Store,1,229.56,0.0,229.56,131.42,98.14,2024,May
O00766,2025-03-26,C0030,P1018,Online,Online,3,167.01,0.2,400.82,129.58,12.08,2025,March
O00767,2025-04-22,C0271,P0657,Online,Online,2,29.04,0.0,58.08,15.54,27.0,2025,April
O00768,2024-09-11,C0481,P0070,S009,In-Store,1,235.0,0.2,188.0,176.02,11.98,2024,September
O00769,2024-10-27,C0386,P1075,Online,Online,1,285.01,0.0,285.01,191.46,93.55,2024,October
O00770,2024-06-14,C0228,P0188,S004,In-Store,1,302.59,0.0,302.59,172.73,129.86,2024,June
O00771,2025-02-15,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74,178.1,157.54,2025,February
O00772,2025-03-12,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93,11.2,0.73,2025,March
O00773,2025-11-17,C0672,P1105,S039,In-Store,3,14.96,0.0,44.88,12.19,8.31,2025,November
O00774,2025-02-16,C0766,P1169,Online,Online,1,50.9,0.05,48.35,33.85,14.5,2025,February
O00775,2025-10-08,C0146,P0461,S047,In-Store,2,201.11,0.0,402.22,111.01,180.2,2025,October
O00776,2025-09-04,C0289,P0215,Online,Online,1,203.42,0.1,183.08,147.27,35.81,2025,September
O00777,2025-03-21,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69,190.1,134.49,2025,March
O00778,2025-01-31,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97,29.02,18.95,2025,January
O00779,2024-10-16,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31,105.74,82.83,2024,October
